systemequipmentcode,Unseperated,systemequipmentcodeText,systemequipmentshorttext,SystemEquipmentIn2000Sample,SystemEquipmentIn2007Sample
1GVE,1GVE: ,SATELLITE COMMUNICATIONS,SATELLITE COMMUNICATIONS,FALSE,FALSE
1GVL,1GVL: ,TACSATCOM,TACSATCOM,FALSE,FALSE
1GVM,1GVM: ,****** 1GVM,****** 1GVM,FALSE,FALSE
1GVN,1GVN: ,CORPS/THEATER ADP SVC CTR,CORPS/THEATER ADP SVC CTR,FALSE,FALSE
1GVO,1GVO: ,ELECTRONIC DECEPTION SYSTEM,ELECTRONIC DECEPTION SYSTEM,FALSE,FALSE
1GVQ,1GVQ: ,IMAGERY PROCESSING SYSTEM,IMAGERY PROCESSING SYSTEM,FALSE,FALSE
1GVR,1GVR: ,INTEGRATED MET SYS SENSORS,INTEGRATED MET SYS SENSORS,FALSE,FALSE
1GVS,1GVS: ,QUICK ERECT ANTENNA MAST,QUICK ERECT ANTENNA MAST,FALSE,FALSE
1HAA,1HAA: ,NV LASER SYSTEMS,NV LASER SYSTEMS,FALSE,FALSE
1HAB,1HAB: ,NV THERMAL SYSTEMS,NV THERMAL SYSTEMS,FALSE,FALSE
1HAD,1HAD: ,THIRD GEN NV SYSTEM,THIRD GEN NV SYSTEM,FALSE,FALSE
1HBK,NULL,SIGHT TRIPOD MTD AN/TVS-4,SIGHT TRIPOD MTD AN/TVS-4,FALSE,FALSE
1HBL,NULL,SIGHT CREW SRVD WPNS AN/TVS2,SIGHT CREW SRVD WPNS AN/TVS2,FALSE,FALSE
1HBN,NULL,SIGHT IND SRVD WPNS AN/PVS+2,SIGHT IND SRVD WPNS AN/PVS+2,FALSE,FALSE
1HBO,1HBO: ,SIGHT INDIVIDUAL AN/PVS-4,SIGHT INDIVIDUAL AN/PVS-4,FALSE,FALSE
1HBP,1HBP: ,SIGHT CREW SRVD WPNS AN/TVS5,SIGHT CREW SRVD WPNS AN/TVS5,FALSE,FALSE
1HBQ,1HBQ: ,GOGGLES AN/PVS-5,GOGGLES AN/PVS-5,FALSE,FALSE
1HBR,NULL,SIGNAL ILLUM GND WS PCHTM127,SIGNAL ILLUM GND WS PCHTM127,FALSE,FALSE
1HBS,NULL,SEARCHLIGHT AN/VSS-3,SEARCHLIGHT AN/VSS-3,FALSE,FALSE
1HBV,1HBV: ,AN/VVS-2,AN/VVS-2,FALSE,FALSE
1HBW,1HBW: ,SIGHT THERMAL TANK AN/VSG-2,SIGHT THERMAL TANK AN/VSG-2,FALSE,FALSE
1HBX,1HBX: ,SIGHT THERMAL NIGHT AN/TAS-4,SIGHT THERMAL NIGHT AN/TAS-4,FALSE,FALSE
1HDA,NULL,1.5KW 28V MILITARY DESIGN GE,1.5KW 28V MILITARY DESIGN GE,FALSE,FALSE
1HDB,NULL,1.KW 60 CYCLE SKID MT GE,1.KW 60 CYCLE SKID MT GE,FALSE,FALSE
1HDE,1HDE: ,<5KW 60 CYCLE GE,<5KW 60 CYCLE GE,FALSE,FALSE
1HDF,1HDF: ,10KW 60 CYCLE GE,10KW 60 CYCLE GE,FALSE,FALSE
1HDG,1HDG: ,<15KW 60 CYCLE DE,<15KW 60 CYCLE DE,FALSE,FALSE
1HDH,NULL,45/69 KW 60 CYCLE DIESEL,45/69 KW 60 CYCLE DIESEL,FALSE,FALSE
1HDI,1HDI: ,GENERATING PLNTS TRL MTD GB1,GENERATING PLNTS TRL MTD GB1,FALSE,FALSE
1HDJ,1HDJ: ,<60 KW,<60 KW,FALSE,FALSE
1HDN,1HDN: ,"GEN SET, SMOKE, MECH XM157","GEN SET, SMOKE, MECH XM157",FALSE,FALSE
1HDO,NULL,****** 1HDO,****** 1HDO,FALSE,FALSE
1HXA,1HXA: ,PALLETIZED LOADING SYSTEM,PALLETIZED LOADING SYSTEM,FALSE,FALSE
1HXB,NULL,MASK PROTECTIVE FIELD ABCM17,MASK PROTECTIVE FIELD ABCM17,FALSE,FALSE
1HXD,NULL,AMMUNITION BOX M2A1,AMMUNITION BOX M2A1,FALSE,FALSE
1HXH,NULL,FIREFIGHTING SET M530,FIREFIGHTING SET M530,FALSE,FALSE
1HXK,1HXK: ,SHELTER SYSTEM M51 CB,SHELTER SYSTEM M51 CB,FALSE,FALSE
1HXL,1HXL: ,BOAT BRIDGE ERECT DE 27 FT,BOAT BRIDGE ERECT DE 27 FT,FALSE,FALSE
1HXS,1HXS: ,IMPRVD CHEMICAL AGENT MONITOR,IMPRVD CHEMICAL AGENT MONITOR,FALSE,FALSE
1HXT,1HXT: ,INLAND PETROLEUM DIST SYSTEM,INLAND PETROLEUM DIST SYSTEM,FALSE,FALSE
1HXU,1HXU: ,"MASK, PROTECTIVE NBC ALL TYPES","MASK, PROTECTIVE NBC ALL TYPES",FALSE,FALSE
1HXV,NULL,"MASK, AIRCREW (M43/M43A1/M45)","MASK, AIRCREW (M43/M43A1/M45)",FALSE,FALSE
1HXW,1HXW: ,"SIMP COLL PROT EQMT, M20","SIMP COLL PROT EQMT, M20",FALSE,FALSE
1HXX,1HXX: ,RADIATION MONITORING SYSTEM,RADIATION MONITORING SYSTEM,FALSE,FALSE
1HXY,1HXY: ,REMOTE SENSING CHEM AGENT ALRM,REMOTE SENSING CHEM AGENT ALRM,FALSE,FALSE
1HXZ,1HXZ: ,AUTO CHEM AGENT ALARM,AUTO CHEM AGENT ALARM,FALSE,FALSE
1HYA,NULL,****** 1HYA,****** 1HYA,FALSE,FALSE
1HYB,1HYB: ,AIR CONDITIONERS,AIR CONDITIONERS,FALSE,FALSE
1HYC,1HYC: ,"CALIBRATIONS SET, EQUIPMENT","CALIBRATIONS SET, EQUIPMENT",FALSE,FALSE
1HYD,1HYD: ,CAUSEWAY FERRIES,CAUSEWAY FERRIES,FALSE,FALSE
1HYE,1HYE: ,CHI BOAT,CHI BOAT,FALSE,FALSE
1HYF,1HYF: ,CBT FEEDING CLOTHING & EQUIP,CBT FEEDING CLOTHING & EQUIP,FALSE,FALSE
1HYG,1HYG: ,COMMON GROUND EQUIPMENT,COMMON GROUND EQUIPMENT,FALSE,FALSE
1HYH,1HYH: ,CONTAINERIZED KITCHEN,CONTAINERIZED KITCHEN,FALSE,FALSE
1HYI,1HYI: ,FORCE PROVIDER,FORCE PROVIDER,FALSE,FALSE
1HYJ,1HYJ: ,FWD AREA REFUELING SYS ADV AVN,FWD AREA REFUELING SYS ADV AVN,FALSE,FALSE
1HYK,1HYK: ,LAB PETROLEUM MODULAR BASE,LAB PETROLEUM MODULAR BASE,FALSE,FALSE
1HYM,1HYM: ,PHYSICAL SECURITY SYSTEMS,PHYSICAL SECURITY SYSTEMS,FALSE,FALSE
1HYN,1HYN: ,"PUMP, ASSY LIQ GAS WHL 350 GPM","PUMP, ASSY LIQ GAS WHL 350 GPM",FALSE,FALSE
1HYO,NULL,REFRIGERATION EQUIPMENT,REFRIGERATION EQUIPMENT,FALSE,FALSE
1HYP,1HYP: ,SIMP TEST EQMT - INT COMB ENG,SIMP TEST EQMT - INT COMB ENG,FALSE,FALSE
1HYQ,1HYQ: ,SHOP EQUIPMENT MAINT TRK,SHOP EQUIPMENT MAINT TRK,FALSE,FALSE
1HYR,1HYR: ,SOLDIER ENHANCEMENT,SOLDIER ENHANCEMENT,FALSE,FALSE
1HYS,NULL,SPACE HEATER,SPACE HEATER,FALSE,FALSE
1HYT,1HYT: ,TOOL OUTFIT HYD REPAIR,TOOL OUTFIT HYD REPAIR,FALSE,FALSE
1HYU,1HYU: ,WATER PURIFICATION ROWPU,WATER PURIFICATION ROWPU,FALSE,FALSE
1HYV,1HYV: ,CHEM AGENT DETECTOR NETWORK,CHEM AGENT DETECTOR NETWORK,FALSE,FALSE
1HYW,1HYW: ,"COLL PROT EQUIP, TEMPER TENT","COLL PROT EQUIP, TEMPER TENT",FALSE,FALSE
1HYX,1HYX: ,DECON APP PWR DR LT WT M17,DECON APP PWR DR LT WT M17,FALSE,FALSE
1HYY,NULL,CLOSE COMBAT TACTICAL TRAINER,CLOSE COMBAT TACTICAL TRAINER,FALSE,FALSE
1HYZ,1HYZ: ,NON-SYSTEM TRAINING DEVICES,NON-SYSTEM TRAINING DEVICES,FALSE,FALSE
1ZBC,1ZBC: ,BASE REALIGN & CLOS (BRAC) ENV,BASE REALIGN & CLOS (BRAC) ENV,FALSE,FALSE
1ZDE,1ZDE: ,DEF ENVIR & RESTORA PRG (DERP),DEF ENVIR & RESTORA PRG (DERP),FALSE,FALSE
1ZOP,1ZOP: ,OTHER ENVIRONMENTAL PROGRAMS,OTHER ENVIRONMENTAL PROGRAMS,FALSE,FALSE
1ZSE,1ZSE: ,ENVIR PROTECT AGENCY SUPERFUND,ENVIR PROTECT AGENCY SUPERFUND,FALSE,FALSE
200,200: C-17A ,C-17A ,C-17A ,FALSE,FALSE
2000,2000:00:00,NOT DISCERNABLE OR CLASSIFIED,Unlabeled,FALSE,FALSE
201,201: C-5B ,C-5B ,C-5B ,FALSE,FALSE
202,202: LONGBOW APACHE BLK III ,LONGBOW APACHE BLK III ,LONGBOW APACHE BLK III ,FALSE,FALSE
203,203: DMSP ,DMSP ,DMSP ,FALSE,FALSE
204,204: DSP ,DSP ,DSP ,FALSE,FALSE
206,206: EA-6B ,EA-6B ,EA-6B ,FALSE,FALSE
207,207: E-6A (TACAMO) ,E-6A (TACAMO) ,E-6A (TACAMO) ,FALSE,FALSE
208,208: HHD-60 ,HHD-60 ,HHD-60 ,FALSE,FALSE
210,210: SBIRS HIGH,SBIRS HIGH,SBIRS HIGH,FALSE,FALSE
211,211: ATACMS-APAM ,ATACMS-APAM ,ATACMS-APAM ,FALSE,FALSE
212,212: V22 ,V22 ,V22 ,FALSE,FALSE
213,213: KC-10A ,KC-10A ,KC-10A ,FALSE,FALSE
215,215: LLLBGK ,LLLBGK ,LLLBGK ,FALSE,FALSE
216,216: LCAC ,LCAC ,LCAC ,FALSE,FALSE
217,217: LHD 1 ,LHD 1 ,LHD 1 ,FALSE,FALSE
218,218: LSD-41 ,LSD-41 ,LSD-41 ,FALSE,FALSE
219,219: ATIRCMS/CMWS ,ATIRCMS/CMWS ,ATIRCMS/CMWS ,FALSE,FALSE
220,220: C130-J ,C130-J ,C130-J ,FALSE,FALSE
221,221: ECSS ,ECSS ,ECSS ,FALSE,FALSE
222,222: BTLFLD DIGITALIZATION ,BTLFLD DIGITALIZATION ,BTLFLD DIGITALIZATION ,FALSE,FALSE
223,223: CVN 21 ,CVN 21 ,CVN 21 ,FALSE,FALSE
224,224: B-2 EHF ,B-2 EHF ,B-2 EHF ,FALSE,FALSE
225,225: PEACEKEEPER ,PEACEKEEPER ,PEACEKEEPER ,FALSE,FALSE
226,226: T-46A ,T-46A ,T-46A ,FALSE,FALSE
227,227: OTH-B RADAR ,OTH-B RADAR ,OTH-B RADAR ,FALSE,FALSE
228,228: ABL ,ABL ,ABL ,FALSE,FALSE
229,229: RPV (AQUILA) ,RPV (AQUILA) ,RPV (AQUILA) ,FALSE,FALSE
230,230: B-1 CMUP-DSUP ,B-1 CMUP-DSUP ,B-1 CMUP-DSUP ,FALSE,FALSE
231,231: CV HELO (SH-60F) ,CV HELO (SH-60F) ,CV HELO (SH-60F) ,FALSE,FALSE
232,232: SIAP ,SIAP ,SIAP ,FALSE,FALSE
233,233: SINCGARS ,SINCGARS ,SINCGARS ,FALSE,FALSE
234,234: STANDARD MISSILE 2 (SM 2) ,STANDARD MISSILE 2 (SM 2) ,STANDARD MISSILE 2 (SM 2) ,FALSE,FALSE
235,235: AN/BSY-1 ,AN/BSY-1 ,AN/BSY-1 ,FALSE,FALSE
236,236: TOW 2 ,TOW 2 ,TOW 2 ,FALSE,FALSE
237,237: GBS ,GBS ,GBS ,FALSE,FALSE
238,238: JPALS ,JPALS ,JPALS ,FALSE,FALSE
239,239: NPOESS ,NPOESS ,NPOESS ,TRUE,FALSE
240,240: T-45TS ,T-45TS ,T-45TS ,FALSE,FALSE
241,241: SSDS ,SSDS ,SSDS ,FALSE,FALSE
242,242: CG(X) ,CG(X) ,CG(X) ,FALSE,FALSE
243,243: CHEM DEMIL-ACWA ,CHEM DEMIL-ACWA ,CHEM DEMIL-ACWA ,FALSE,FALSE
245,245: ASAS (ATCCS) ,ASAS (ATCCS) ,ASAS (ATCCS) ,FALSE,FALSE
246,246: HMMLTV ,HMMLTV ,HMMLTV ,FALSE,FALSE
248,248: MINUTEMAN III PRP ,MINUTEMAN III PRP ,MINUTEMAN III PRP ,FALSE,FALSE
250,250: MLRS-TGW ,MLRS-TGW ,MLRS-TGW ,FALSE,FALSE
252,252: GLOBAL HAWK ,GLOBAL HAWK ,GLOBAL HAWK ,FALSE,FALSE
253,NULL,VTUAV,VTUAV,FALSE,FALSE
254,254: COMANCHE ,COMANCHE ,COMANCHE ,FALSE,FALSE
255,255: MSE ,MSE ,MSE ,FALSE,FALSE
256,NULL,ERM,ERM,FALSE,FALSE
257,257: NCES ,NCES ,NCES ,FALSE,FALSE
258,258: SSN 21 ,SSN 21 ,SSN 21 ,FALSE,FALSE
259,259: T-AO 187 OILER ,T-AO 187 OILER ,T-AO 187 OILER ,FALSE,FALSE
260,260: GMLRS ,GMLRS ,GMLRS ,FALSE,FALSE
261,261: AEHF ,AEHF ,AEHF ,FALSE,FALSE
262,262: B1-CMUP COMPUTER UPGRADE ,B1-CMUP COMPUTER UPGRADE ,B1-CMUP COMPUTER UPGRADE ,FALSE,FALSE
264,264: MLS ,MLS ,MLS ,FALSE,FALSE
265,265: F/A-22 ,F/A-22 ,F/A-22 ,FALSE,FALSE
266,266: CIS (MK XV IFF) ,CIS (MK XV IFF) ,CIS (MK XV IFF) ,FALSE,FALSE
267,267: SMALL ICBM ,SMALL ICBM ,SMALL ICBM ,FALSE,FALSE
268,268: NTW ,NTW ,NTW ,FALSE,FALSE
270,270: TITAN IV ,TITAN IV ,TITAN IV ,FALSE,FALSE
271,271: PREDATOR ,PREDATOR ,PREDATOR ,FALSE,FALSE
272,272: TACTICAL UAV ,TACTICAL UAV ,TACTICAL UAV ,FALSE,FALSE
273,273: FIV ,FIV ,FIV ,FALSE,FALSE
274,274: JSTARS ,JSTARS ,JSTARS ,FALSE,FALSE
275,275: SFW ,SFW ,SFW ,FALSE,FALSE
276,276: E-2C REPRODUCTION ,E-2C REPRODUCTION ,E-2C REPRODUCTION ,FALSE,FALSE
277,NULL,AWACS UPGRADE,AWACS UPGRADE,FALSE,FALSE
278,278: CH-47F,CH-47F,CH-47F,FALSE,FALSE
279,279: FSCS ,FSCS ,FSCS ,FALSE,FALSE
280,280: JAVELIN,JAVELIN,JAVELIN,FALSE,FALSE
281,281: HDBTDC ,HDBTDC ,HDBTDC ,FALSE,FALSE
282,282: MH-60S,MH-60S,MH-60S,FALSE,FALSE
283,283: 155 MM HIP ,155 MM HIP ,155 MM HIP ,FALSE,FALSE
284,284: JTRS WAVEFORM ,JTRS WAVEFORM ,JTRS WAVEFORM ,FALSE,FALSE
285,285: CHEM DEMIL-CMA ,CHEM DEMIL-CMA ,CHEM DEMIL-CMA ,FALSE,FALSE
286,NULL,RMS,RMS,FALSE,FALSE
287,287: LAND WARRIOR ,LAND WARRIOR ,LAND WARRIOR ,FALSE,FALSE
288,288: B1-B CMUP ,B1-B CMUP ,B1-B CMUP ,FALSE,FALSE
289,289: TACTICAL TOMAHAWK ,TACTICAL TOMAHAWK ,TACTICAL TOMAHAWK ,FALSE,FALSE
290,NULL,NMT,NMT,FALSE,FALSE
292,292: GPS III ,GPS III ,GPS III ,FALSE,FALSE
293,293: MP RTIP ,MP RTIP ,MP RTIP ,FALSE,FALSE
294,294: FBCB2 ,FBCB2 ,FBCB2 ,FALSE,FALSE
295,295: ADV WIDEBAND ,ADV WIDEBAND ,ADV WIDEBAND ,FALSE,FALSE
296,296: WIN-T ,WIN-T ,WIN-T ,FALSE,FALSE
297,297: HAEUAV ,HAEUAV ,HAEUAV ,FALSE,FALSE
298,298: C-130 AMP ,C-130 AMP ,C-130 AMP ,FALSE,FALSE
299,299: STRYKER (IAV) ,STRYKER (IAV) ,STRYKER (IAV) ,FALSE,FALSE
2AAA,2AAA: ,A-1 SKYRAIDER,A-1 SKYRAIDER,FALSE,FALSE
2AAC,2AAC: ,A-4 SKYHAWK,A-4 SKYHAWK,FALSE,FALSE
2AAD,2AAD: ,RA-5 VIGILANTE,RA-5 VIGILANTE,FALSE,FALSE
2AAE,2AAE: ,A-6 INTRUDER,A-6 INTRUDER,FALSE,FALSE
2AAF,2AAF: ,A-7 CORSAIR II,A-7 CORSAIR II,FALSE,FALSE
2AAG,2AAG: ,A/EA-3 SKYWARRIOR,A/EA-3 SKYWARRIOR,FALSE,FALSE
2AAJ,2AAJ: ,A-12 AVENGER (TO REPLACE A-6),A-12 AVENGER (TO REPLACE A-6),FALSE,FALSE
2AAO,NULL,A-37,A-37,FALSE,FALSE
2ABC,NULL,B-52 STRATO FORTRESS,B-52 STRATO FORTRESS,FALSE,FALSE
2ABI,NULL,EB-66 ACFT (DESTROYER),EB-66 ACFT (DESTROYER),FALSE,FALSE
2ACB,2ACB: ,C-2 GREYHOUND,C-2 GREYHOUND,FALSE,FALSE
2ACC,2ACC: ,C-3,C-3,FALSE,FALSE
2ACD,2ACD: ,C-130 HERCULES,C-130 HERCULES,FALSE,FALSE
2ACE,2ACE: ,C-11 GULFSTREAM II,C-11 GULFSTREAM II,FALSE,FALSE
2ACF,2ACF: ,C-121 WARNING STAR,C-121 WARNING STAR,FALSE,FALSE
2ACG,2ACG: ,C-47 SKYTRAIN,C-47 SKYTRAIN,FALSE,FALSE
2ACH,NULL,C-45 NAVIGATOR,C-45 NAVIGATOR,FALSE,FALSE
2ACI,NULL,C-54 SKYMASTER,C-54 SKYMASTER,FALSE,FALSE
2ACJ,NULL,****** 2ACJ,****** 2ACJ,FALSE,FALSE
2ACM,NULL,C-119 FLYING BOXCAR,C-119 FLYING BOXCAR,FALSE,FALSE
2ACN,2ACN: ,C-9 SKYTRAIN II,C-9 SKYTRAIN II,FALSE,FALSE
2ACO,2ACO: ,C-1 TRADER,C-1 TRADER,FALSE,FALSE
2ACP,NULL,C-131 SAMARITAN,C-131 SAMARITAN,FALSE,FALSE
2ACS,NULL,****** 2ACS,****** 2ACS,FALSE,FALSE
2ACT,NULL,C-123 PROVIDER,C-123 PROVIDER,FALSE,FALSE
2ACU,2ACU: ,C-4 GULFSTREAM,C-4 GULFSTREAM,FALSE,FALSE
2ACV,2ACV: ,C-20 GULFSTREAM III/IV,C-20 GULFSTREAM III/IV,FALSE,FALSE
2AEA,NULL,E-1 TRACER,E-1 TRACER,FALSE,FALSE
2AEB,2AEB: ,E-2 HAWKEYE,E-2 HAWKEYE,FALSE,FALSE
2AEC,2AEC: ,EA-3,EA-3,FALSE,FALSE
2AED,2AED: ,EA-6B PROWLER,EA-6B PROWLER,FALSE,FALSE
2AFB,NULL,F-1 FURY,F-1 FURY,FALSE,FALSE
2AFC,2AFC: ,F-4 PHANTOM,F-4 PHANTOM,FALSE,FALSE
2AFD,2AFD: ,F-6 SKYRAY,F-6 SKYRAY,FALSE,FALSE
2AFE,2AFE: ,F-5 FREEDOM FIGHTER,F-5 FREEDOM FIGHTER,FALSE,FALSE
2AFF,2AFF: ,F-8 CRUSADER,F-8 CRUSADER,FALSE,FALSE
2AFH,NULL,F-9 COUGAR,F-9 COUGAR,FALSE,FALSE
2AFI,NULL,F-10 SKY KNIGHT,F-10 SKY KNIGHT,FALSE,FALSE
2AFJ,NULL,F-101 VOODO,F-101 VOODO,FALSE,FALSE
2AFN,2AFN: ,F-111 TFX,F-111 TFX,FALSE,FALSE
2AFU,2AFU: ,F-14 TOMCAT,F-14 TOMCAT,FALSE,FALSE
2AFV,2AFV: ,F-15 EAGLE,F-15 EAGLE,FALSE,FALSE
2AFX,2AFX: ,F-18 HORNET,F-18 HORNET,FALSE,FALSE
2AHA,2AHA: ,UH-1 IROQUOIS,UH-1 IROQUOIS,FALSE,FALSE
2AHB,2AHB: ,UH-2 SEASPRITE,UH-2 SEASPRITE,FALSE,FALSE
2AHC,2AHC: ,SH-3D SEA KING,SH-3D SEA KING,FALSE,FALSE
2AHD,2AHD: ,AH-1J SEA COBRA,AH-1J SEA COBRA,FALSE,FALSE
2AHE,2AHE: ,AH-1W SUPER COBRA,AH-1W SUPER COBRA,FALSE,FALSE
2AHG,2AHG: ,H-13 SIOUX,H-13 SIOUX,FALSE,FALSE
2AHI,2AHI: ,AH-64 APACHE,AH-64 APACHE,FALSE,FALSE
2AHJ,2AHJ: ,H-46 SEA KNIGHT,H-46 SEA KNIGHT,FALSE,FALSE
2AHK,NULL,H-52,H-52,FALSE,FALSE
2AHL,NULL,H-51,H-51,FALSE,FALSE
2AHM,NULL,QH-50 DASH,QH-50 DASH,FALSE,FALSE
2AHN,2AHN: ,S-61R,S-61R,FALSE,FALSE
2AHO,NULL,H-43 HUSKIE,H-43 HUSKIE,FALSE,FALSE
2AHP,2AHP: ,CH-53 SEA STALLION,CH-53 SEA STALLION,FALSE,FALSE
2AHQ,2AHQ: ,H-57 SEARANGER,H-57 SEARANGER,FALSE,FALSE
2AHR,2AHR: ,MH53E SEA DRAGON,MH53E SEA DRAGON,FALSE,FALSE
2AHS,2AHS: ,LTH TRAINER,LTH TRAINER,FALSE,FALSE
2AHU,NULL,H-19 CHICSASAW,H-19 CHICSASAW,FALSE,FALSE
2AHV,2AHV: ,SH-60 SEAHAWK,SH-60 SEAHAWK,FALSE,FALSE
2AHW,2AHW: ,AH-1G HUEYCOBRA,AH-1G HUEYCOBRA,FALSE,FALSE
2AHX,NULL,H-34 SEAHORSE/SEABAT,H-34 SEAHORSE/SEABAT,FALSE,FALSE
2AHY,NULL,H-37 MOJAVE,H-37 MOJAVE,FALSE,FALSE
2AIA,NULL,UH-60 UTTAS BLACK HAWK,UH-60 UTTAS BLACK HAWK,FALSE,FALSE
2AIB,2AIB: ,UH-3H,UH-3H,FALSE,FALSE
2AIC,2AIC: ,AH-64 APACHE,AH-64 APACHE,FALSE,FALSE
2AID,2AID: ,VH-3D EXECUTIVE HELICOPTER,VH-3D EXECUTIVE HELICOPTER,FALSE,FALSE
2AIE,2AIE: ,VH-80N EXECUTIVE HELICOPTER,VH-80N EXECUTIVE HELICOPTER,FALSE,FALSE
2AMA,2AMA: ,JAST/JSF,JAST/JSF,FALSE,FALSE
2AMD,2AMD: ,C9B COMMERCIAL ACFT,C9B COMMERCIAL ACFT,FALSE,FALSE
2AMF,2AMF: ,L-188 LOCKHEED ELECTRA COMM,L-188 LOCKHEED ELECTRA COMM,FALSE,FALSE
2APA,NULL,P-2 NEPTUNE,P-2 NEPTUNE,FALSE,FALSE
2APC,2APC: ,P-3 ORION,P-3 ORION,FALSE,FALSE
2ASA,2ASA: ,S-2 TRACKER,S-2 TRACKER,FALSE,FALSE
2ASC,2ASC: ,VSX ACFT REPLACE S-2E,VSX ACFT REPLACE S-2E,FALSE,FALSE
2ASF,2ASF: ,S-3 VIKING,S-3 VIKING,FALSE,FALSE
2ATB,NULL,T-38 TALON,T-38 TALON,FALSE,FALSE
2ATC,2ATC: ,T-39 SABRELINER,T-39 SABRELINER,FALSE,FALSE
2ATD,2ATD: ,T-28 TROJAN,T-28 TROJAN,FALSE,FALSE
2ATE,2ATE: ,T-44,T-44,FALSE,FALSE
2ATF,NULL,2B-31 SYN FLGT TRN CHINOOK,2B-31 SYN FLGT TRN CHINOOK,FALSE,FALSE
2ATG,2ATG: ,TA-4 SKYHAWK,TA-4 SKYHAWK,FALSE,FALSE
2ATH,NULL,TC-4 ACADEME,TC-4 ACADEME,FALSE,FALSE
2ATI,2ATI: ,T-2 BUCKEYE,T-2 BUCKEYE,FALSE,FALSE
2ATL,NULL,T-33 SHOOTING STAR,T-33 SHOOTING STAR,FALSE,FALSE
2ATM,2ATM: ,T-34 MENTOR,T-34 MENTOR,FALSE,FALSE
2ATR,2ATR: ,T-45 GOSHAWK,T-45 GOSHAWK,FALSE,FALSE
2ATS,2ATS: ,T-45TS,T-45TS,FALSE,FALSE
02-Aug,NULL,U-6 BEAVER,U-6 BEAVER,FALSE,FALSE
2AVG,2AVG: ,AV-8 HARRIER,AV-8 HARRIER,FALSE,FALSE
2AVJ,2AVJ: ,OV-10 COIN (NOW BRONCO),OV-10 COIN (NOW BRONCO),FALSE,FALSE
2AVK,2AVK: ,X-31,X-31,FALSE,FALSE
2AVL,NULL,XV-6,XV-6,FALSE,FALSE
2AVQ,2AVQ: ,V22 VERTICAL LIFT AIRCRAFT,V22 VERTICAL LIFT AIRCRAFT,FALSE,FALSE
2AWC,NULL,X-22,X-22,FALSE,FALSE
2BCD,2BCD: ,ES-3A VIKING,ES-3A VIKING,FALSE,FALSE
2BCE,2BCE: ,H100-T400-CP400 PT-6T-3,H100-T400-CP400 PT-6T-3,FALSE,FALSE
2BJB,2BJB: ,J-52,J-52,FALSE,FALSE
2BJC,2BJC: ,J-65,J-65,FALSE,FALSE
2BJE,NULL,J-60,J-60,FALSE,FALSE
2BJF,2BJF: ,F405-RR-401 ENGINE,F405-RR-401 ENGINE,FALSE,FALSE
2BJG,2BJG: ,F404-RR-408 ENGINE,F404-RR-408 ENGINE,FALSE,FALSE
2BJH,2BJH: ,J-57,J-57,FALSE,FALSE
2BJJ,2BJJ: ,J-79,J-79,FALSE,FALSE
2BJL,2BJL: ,J-85,J-85,FALSE,FALSE
2BJM,2BJM: ,F404-GE-400 OR 402,F404-GE-400 OR 402,FALSE,FALSE
2BJN,2BJN: ,F414-GE-400,F414-GE-400,FALSE,FALSE
2BRC,NULL,R-1820,R-1820,FALSE,FALSE
2BSA,2BSA: ,JT8D TURBOFAN ENGINE,JT8D TURBOFAN ENGINE,FALSE,FALSE
2BSD,2BSD: ,TF-30,TF-30,FALSE,FALSE
2BSH,2BSH: ,TF-34,TF-34,FALSE,FALSE
2BSL,2BSL: ,TURBOFAN ENGINES,TURBOFAN ENGINES,FALSE,FALSE
2BTD,2BTD: ,T-56,T-56,FALSE,FALSE
2BTF,2BTF: ,T-58,T-58,FALSE,FALSE
2BTK,2BTK: ,T-64,T-64,FALSE,FALSE
2CAA,2CAA: ,STRATEGIC DEFENSE INITIATIVE,STRATEGIC DEFENSE INITIATIVE,FALSE,FALSE
2CLB,2CLB: ,GUIDED MSL LAUNCH MK-41,GUIDED MSL LAUNCH MK-41,FALSE,FALSE
2CLD,NULL,GRENADE LAUNCHER 40MM M406,GRENADE LAUNCHER 40MM M406,FALSE,FALSE
2CLE,NULL,GUIDED MSL LAUNCH MK-49,GUIDED MSL LAUNCH MK-49,FALSE,FALSE
2CLH,2CLH: ,ROCKET LAUNCHER LAU-68,ROCKET LAUNCHER LAU-68,FALSE,FALSE
2CLI,2CLI: ,ROCKET LAUNCHER LAU-10,ROCKET LAUNCHER LAU-10,FALSE,FALSE
2CLJ,NULL,GUIDED MSL LAUNCH MK-26,GUIDED MSL LAUNCH MK-26,FALSE,FALSE
2CLL,2CLL: ,GUIDED MSL LAUNCH MK-13,GUIDED MSL LAUNCH MK-13,FALSE,FALSE
2CLN,2CLN: ,GUIDED MSL LAUNCH MK-73,GUIDED MSL LAUNCH MK-73,FALSE,FALSE
2CMA,NULL,RIM-2 TERRIER,RIM-2 TERRIER,FALSE,FALSE
2CMB,2CMB: ,AIM-7 SPARROW,AIM-7 SPARROW,FALSE,FALSE
2CMD,2CMD: ,AIM-9 SIDEWINDER,AIM-9 SIDEWINDER,FALSE,FALSE
2CMF,NULL,UGM-27 POLARIS,UGM-27 POLARIS,FALSE,FALSE
2CMG,2CMG: ,BQM-34 FIREBEE,BQM-34 FIREBEE,FALSE,FALSE
2CMH,2CMH: ,MQM-36 TARGET DRONE,MQM-36 TARGET DRONE,FALSE,FALSE
