Contracting.Department.ID,Contracting.Agency.ID,Contracting.Agency.Name,CSIS.Name,Summarized.Agency,SubCustomer,Customer
5800,5802,OFFICE OF CHIEF OF STAFF,,,FEMA,Other Agencies
5800,5803,OFFICE OF GENERAL COUNSEL,,,FEMA,Other Agencies
5800,5804,OFFICE OF INSPECTOR GENERAL,,,FEMA,Other Agencies
5800,5805,OFFICE OF EXTERNAL AFFAIRS,,,FEMA,Other Agencies
5800,5814,OFFICE OF EXECUTIVE ADMINISTRATION,,,FEMA,Other Agencies
5800,5817,OFFICE OF THE COMPTROLLER,,,FEMA,Other Agencies
5800,5820,FEDERAL INSURANCE ADMINISTRATION,,,All other Customers,Other Agencies
5800,5825,STATE AND LOCAL PROGRAMS AND SUPPORT DIRECTORATE,,,All other Customers,Other Agencies
5800,5830,NATIONAL PREPAREDNESS PROGRAMS DIRECTORATE,,,FEMA,Other Agencies
5800,5835,TRAINING AND FIRE PROGRAMS DIRECTORATE,,,FEMA,Other Agencies
5800,5840,U.S. FIRE ADMINISTRATION,,,FEMA,Other Agencies
5800,585A,FEMA REGION I,,,FEMA,Other Agencies
5800,585B,FEMA REGION II,,,FEMA,Other Agencies
5800,585C,FEMA REGION III,,,FEMA,Other Agencies
5800,585D,FEMA REGION IV,,,FEMA,Other Agencies
5800,585E,FEMA REGION V,,,FEMA,Other Agencies
5800,585F,FEMA REGION VI,,,FEMA,Other Agencies
5800,585G,FEMA REGION VII,,,FEMA,Other Agencies
5800,585H,FEMA REGION VIII,,,FEMA,Other Agencies
5800,585J,FEMA REGION IX,,,FEMA,Other Agencies
5800,585K,FEMA REGION X,,,FEMA,Other Agencies
5900,5900,NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,,,All other Customers,Other Agencies
5900,5915,FEDERAL COUNCIL ON THE ARTS AND THE HUMANITIES,,,All other Customers,Other Agencies
5920,5920,NATIONAL ENDOWMENT FOR THE ARTS,,,NATIONAL ENDOWMENT FOR THE ARTS,Other Agencies
5940,5940,NATIONAL ENDOWMENT FOR THE HUMANITIES,,,NATIONAL ENDOWMENT FOR THE HUMANITIES,Other Agencies
5900,5950,INSTITUTE OF MUSEUM SERVICES,,,NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,Other Agencies
5900,5963,NATIONAL COUNCIL ON THE ARTS,,,All other Customers,Other Agencies
5900,5966,NATIONAL COUNCIL ON THE HUMANITIES,,,All other Customers,Other Agencies
6000,6000,RAILROAD RETIREMENT BOARD,,,RAILROAD RETIREMENT BOARD,Other Agencies
6100,6100,CONSUMER PRODUCT SAFETY COMMISSION,,,CONSUMER PRODUCT SAFETY COMMISSION,Other Agencies
6201,6201,OFFICE OF SPECIAL COUNSEL,,,OFFICE OF SPECIAL COUNSEL,Other Agencies
6300,6300,NATIONAL LABOR RELATIONS BOARD,,,NATIONAL LABOR RELATIONS BOARD,Other Agencies
6400,6400,TENNESSEE VALLEY AUTHORITY,,,All other Customers,Other Agencies
6500,6500,FEDERAL MARITIME COMMISSION,,,FEDERAL MARITIME COMMISSION,Other Agencies
5555,6666,TEST AGENCY,,,All other Customers,Other Agencies
6700,6700,United States Information Agency,,,All other Customers,Other Agencies
6700,6761,BOARD OF FOREIGN SCHOLARSHIPS,,,All other Customers,Other Agencies
6700,6762,CULTURAL PROPERTY ADVISORY COMMITTEE,,,All other Customers,Other Agencies
6700,6763,ARTISTIC AMBASSADOR ADVISORY COMMITTEE,,,All other Customers,Other Agencies
6700,6765,PRESIDENTIAL COMM ON THE GERMAN-AMERICAN TRICENTENNIAL,,,All other Customers,Other Agencies
6700,6767,U.S. ADVISORY COMMISSION ON PUBLIC DIPLOMACY,,,All other Customers,Other Agencies
6700,6791,CENTER FOR CULTURAL AND TECH INTERCHANGE BETWEEN EAST AND WEST,,,All other Customers,Other Agencies
6700,6795,NATIONAL ENDOWMENT FOR DEMOCRACY,,,All other Customers,Other Agencies
6800,6800,ENVIRONMENTAL PROTECTION AGENCY,,,EPA,Other Agencies
6800,6801,IMMEDIATE OFFICE OF THE ADMINISTRATOR OF EPA,,,EPA,Other Agencies
6800,6803,OFFICE OF GENERAL COUNSEL,,,EPA,Other Agencies
6800,6804,OFFICE OF THE INSPECTOR GENERAL,,,EPA,Other Agencies
6800,6805,ASST ADMINISTRATOR FOR ADMINISTRATION & RESOURCES MGMT,,,EPA,Other Agencies
6800,6806,"ASST ADMINISTRATOR FOR POLICY, PLANNING AND EVALUATION",,,EPA,Other Agencies
6800,6809,ASSISTANT ADMINISTRATOR FOR INTERNATIONAL ACTIVITIES,,,EPA,Other Agencies
6800,680S,OFFICE OF THE ADMINISTRATOR FO EPA,,,EPA,Other Agencies
6800,6811,OFFICE OF CIVIL RIGHTS,,,EPA,Other Agencies
6800,6812,FEDERAL ASBESTOS TASK FORCE,,,EPA,Other Agencies
6800,6813,OFFICE OF ADMINISTRATIVE LAW JUDGES,,,EPA,Other Agencies
6800,6814,"ASSOCIATE ADMINISTRATION FOR COMMUNICATIONS, EDUCATION, AND PUBLIC AFFAIRS",,,EPA,Other Agencies
6800,6815,ASSOCIATE ADMINISTRATOR FOR CONGRESSIONAL AND LEGISLATIVE AFFAIRS,,,EPA,Other Agencies
6800,6817,SCIENCE ADVISORY BOARD,,,EPA,Other Agencies
6800,6818,OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION,,,EPA,Other Agencies
6800,6820,ASSISTANT ADMINISTRATOR FOR AIR AND RADIATION,,,EPA,Other Agencies
6800,6825,ASSISTANT ADMINISTRATOR FOR ENFORCEMENT,,,EPA,Other Agencies
6800,6830,ASSISTANT ADMINISTRATOR FOR PESTICIDES AND TOXIC SUBSTANCES,,,EPA,Other Agencies
6800,6840,ASSISTANT ADMINISTRATOR FOR RESEARCH AND DEVELOPMENT,,,EPA,Other Agencies
6800,6845,ASSISTANT ADMINISTRATOR FOR WATER,,,EPA,Other Agencies
6800,6850,ASST ADMINISTRATOR FOR SOLID WASTE AND EMERGENCY RESPONSE,,,EPA,Other Agencies
6800,6855,ASSISTANT ADMINISTRATOR FOR REGIONAL OPERATIONS AND STATE/LOCAL RELATIONS,,,EPA,Other Agencies
6900,6900,"TRANSPORTATION, DEPARTMENT OF",,,Transportation,Other Agencies
6900,6901,IMMEDIATE OFFICE OF THE SECRETARY OF TRANSPORTATION,,,Transportation,Other Agencies
6900,6902,OFFICE OF THE DEPUTY SECRETARY OF TRANSPORTATION,,,Transportation,Other Agencies
6900,6903,OFFICE OF GENERAL COUNSEL,,,Transportation,Other Agencies
6900,6904,OFFICE OF INSPECTOR GENERAL,,,Transportation,Other Agencies
6900,6905,OFFICE OF ADMINISTRATION,,,Transportation,Other Agencies
6900,6906,OFFICE OF BUDGET AND PROGRAMS,,,Transportation,Other Agencies
6900,6907,OFFICE OF GOVERNMENTAL AFFAIRS,,,Transportation,Other Agencies
6900,6908,OFFICE OF PUBLIC AFFAIRS,,,Transportation,Other Agencies
6900,6909,OFFICE OF POLICY AND INTERNATIONAL AFFAIRS,,,Transportation,Other Agencies
6900,690S,OFFICE OF THE SECRETARY OF TRANSPORTATION,,,Transportation,Other Agencies
6900,6911,OFFICE OF CIVIL RIGHTS,,,Transportation,Other Agencies
6900,6912,CONTRACT APPEALS BOARD,,,Transportation,Other Agencies
6900,6913,OFFICE OF COMMERCIAL SPACE TRANSPORTATION,,,Transportation,Other Agencies
6900,6914,EXECUTIVE SECRETARIAT,,,Transportation,Other Agencies
6900,6915,OFFICE OF INTELLIGENCE AND SECURITY,,,Transportation,Other Agencies
6900,6918,OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION,,,Transportation,Other Agencies
6900,6920,FEDERAL AVIATION ADMINISTRATION,,,Transportation,Other Agencies
6900,6922,ASSISTANT SECRETARY FOR AVIATION AND INTERNATIONALL AFFAIRS,,,Transportation,Other Agencies
6900,6925,FEDERAL HIGHWAY ADMINISTRATION,,,Transportation,Other Agencies
6900,6930,FEDERAL RAILROAD ADMINISTRATION,,,Transportation,Other Agencies
6900,6938,MARITIME ADMINISTRATION,,,Transportation,Other Agencies
6900,6940,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION,,,Transportation,Other Agencies
6900,6943,Research and Innovative Technology Administration,,,Transportation,Other Agencies
6900,6947,SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION,,,Transportation,Other Agencies
6900,6950,UNITED STATES COAST GUARD,,,Transportation,Other Agencies
6900,6953,FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,,,Transportation,Other Agencies
6900,6955,FEDERAL TRANSIT ADMINISTRATION,,,Transportation,Other Agencies
6900,6957,PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON,,,Transportation,Other Agencies
6900,6959,FEDERAL MOTOR CARRIER SURFACE ADMINISTRATION,,,Transportation,Other Agencies
6900,6965,TRANSPORTATION SECURITY ADMINISTRATION,,,Transportation,Other Agencies
6900,6991,NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK),,,Transportation,Other Agencies
6900,69NA,NORTH ATLANTIC ICE PATROL,,,Transportation,Other Agencies
7000,7000,"HOMELAND SECURITY, DEPARTMENT OF",,,Other DHS,DHS
7000,7001,"OFFICE OF THE SECRETARY, DEPARTMENT OF HOMELAND SECURITY",,,OSEC,DHS
7000,7002,IMMEDIATE OFFICE OF THE SECRETARY,,,Other DHS,DHS
7000,7003,BUREAU OF CITIZENSHIP AND IMMIGRATION SERVICES,,,Other DHS,DHS
7000,7004,OFFICE OF THE INSPECTOR GENERAL,,,Other DHS,DHS
7000,7008,U.S. COAST GUARD,,,COAST GUARD,DHS
7000,7009,U.S. SECRET SERVICE,,,Other DHS,DHS
7000,7010,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,,,Other DHS,DHS
7000,7011,IMMEDIATE OFF OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY,,,Other DHS,DHS
7000,7012,BUREAU OF IMMIGRATION AND CUSTOMS ENFORCEMENT,,,ICE,DHS
7000,7013,TRANSPORTATION SECURITY ADMINISTRATION,,,TSA,DHS
7000,7014,BUREAU OF CUSTOMS AND BORDER PROTECTION,,,CBP,DHS
7000,7015,FEDERAL LAW ENFORCEMENT TRAINING CENTER,,,Other DHS,DHS
7000,7020,OFFICE OF THE UNDER SECRETARY FOR EMERGENCY PREPAREDNESS AND RESPONSE,,,Other DHS,DHS
7000,7021,IMMEDIATE OFF OF THE UNDER SECRETARY FOR EMERGENCY PREPAREDNESS AND RESPONSE,,,Other DHS,DHS
7000,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,,,FEMA,DHS
7000,7030,OFF OF THE UNDER SECRETARY FOR INFO ANALYSIS AND INFRASTRUCTURE PROTECTION,,,Other DHS,DHS
7000,7031,IMMED OFF OF UNDER SECRETARY FOR INFO ANALYSIS AND INFRASTRUCTURE PROTECTION,,,Other DHS,DHS
7000,7032,OFFICE FOR INFORMATION ANALYSIS,,,Other DHS,DHS
7000,7033,OFFICE FOR INFRASTRUCTURE PROTECTION,,,Other DHS,DHS
7000,7040,OFFICE OF THE UNDER SECRETARY FOR SCIENCE AND TECHNOLOGY,,,Other DHS,DHS
7000,7041,IMMEDIATE OFFICE OF THE UNDER SECRETARY FOR SCIENCE AND TECHNOLOGY,,,Other DHS,DHS
7000,7050,OFFICE OF THE UNDER SECRETARY FOR MANAGEMENT,,,Other DHS,DHS
7000,7051,IMMEDIATE OFFICE OF THE UNDER SECRETARY FOR MANAGEMENT,,,Other DHS,DHS
7100,7100,OVERSEAS PRIVATE INVESTMENT CORPORATION,,,All other Customers,Other Agencies
7200,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,,,USAID,State and IAP
7300,7300,SMALL BUSINESS ADMINISTRATION,,,SMALL BUSINESS ADMINISTRATION,Other Agencies
7400,7400,AMERICAN BATTLE MONUMENTS COMMISSION,,,All other Customers,Other Agencies
7500,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",,,HHS,HHS
7500,7501,IMMED OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,,,HHS,HHS
7500,7502,OFFICE OF THE UNDER SECRETARY OF HEALTH AND HUMAN SERVICES,,,HHS,HHS
7500,7503,OFFICE OF THE GENERAL COUNSEL,,,HHS,HHS
7500,7504,OFFICE OF THE INSPECTOR GENERAL,,,HHS,HHS
7500,7505,OFFICE OF ASSISTANT SECRETARY FOR MANAGEMENT AND BUDGET,,,HHS,HHS
7500,7506,OFFICE OF ASSISTANT SECRETARY FOR PLANNING AND EVALUATION,,,HHS,HHS
7500,7507,OFFICE OF ASSISTANT SECRETARY FOR LEGISLATION,,,HHS,HHS
7500,7508,OFFICE OF ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,,,HHS,HHS
7500,750S,OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,,,HHS,HHS
7500,7510,U.S. OFFICE OF CONSUMER AFFAIRS,,,HHS,HHS
7500,7511,OFFICE FOR CIVIL RIGHTS,,,HHS,HHS
7500,7515,OFFICE OF PUBLIC HEALTH AND SCIENCE,,,HHS,HHS
7500,7516,OFFICE OF ASSISTANT SECRETARY FOR PERSONNEL,,,HHS,HHS
7500,7520,PUBLIC HEALTH SERVICE,,,HHS,HHS
7500,7521,OFFICE OF ASSISTANT SECRETARY FOR HEALTH,,,HHS,HHS
7500,7522,"ALCOHOL, DRUG ABUSE AND MENTAL HEALTH ADMINISTRATION",,,HHS,HHS
7500,7523,CENTERS FOR DISEASE CONTROL,,,HHS,HHS
7500,7524,FOOD AND DRUG ADMINISTRATION,,,HHS,HHS
7500,7525,AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY,,,HHS,HHS
7500,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,,,HHS,HHS
7500,7527,INDIAN HEALTH SERVICE,,,HHS,HHS
7500,7528,AGENCY FOR HEALTH CARE POLICY AND RESEARCH,,,HHS,HHS
7500,7529,NATIONAL INSTITUTES OF HEALTH,,,HHS,HHS
7500,7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,,,HHS,HHS
7500,7537,FAMILY SUPPORT ADMINISTRATION,,,HHS,HHS
7500,7540,OFFICE OF HUMAN DEVELOPMENT SERVICES,,,HHS,HHS
7500,7545,ADMINISTRATION ON AGING,,,HHS,HHS
7500,7550,SOCIAL SECURITY ADMINISTRATION,,,HHS,HHS
7500,7555,OFFICE OF ASST SECRETARY FOR HEALTH EXCEPT NATIONAL CENTERS,,,HHS,HHS
7500,7558,NAT CENTER FOR HEALTH SERV RESEARCH AND HEALTH CARE TECH ASSES,,,HHS,HHS
7500,7559,NATIONAL CENTER FOR HEALTH STATISTICS,,,HHS,HHS
7500,7590,ADMINISTRATION FOR CHILDREN AND FAMILIES,,,HHS,HHS
7500,7593,GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,,,HHS,HHS
7608,7608,CHRISTOPHER COLUMBUS QUINCENTENARY JUBILEE COMMISSION,,,All other Customers,Other Agencies
7609,7609,COMMISSION ON THE BICENTENNIAL OF THE U.S. CONSTITUTION,,,All other Customers,Other Agencies
7611,7611,DWIGHT DAVID EISENHOWER CENTENNIAL COMMISSION,,,All other Customers,Other Agencies
7615,7615,"MARTIN LUTHER KING, JR. FEDERAL HOLIDAY COMMISSION",,,All other Customers,Other Agencies
1200,7777,FEDERAL CROP INSURANCE CORPORATION,,,All other Customers,Other Agencies
7800,7800,FARM CREDIT ADMINISTRATION,,,All other Customers,Other Agencies
7800,7881,BANKS FOR COOPERATIVES (13),,,All other Customers,Other Agencies
7800,7883,FEDERAL INTERMEDIATE CREDIT BANKS (12),,,All other Customers,Other Agencies
7800,7885,FEDERAL LAND BANKS (12),,,All other Customers,Other Agencies
7800,7887,FEDERAL LAND BANK ASSOCIATIONS,,,All other Customers,Other Agencies
7800,7888,FARM CREDIT SYSTEMS INSURANCE CORPORATION,,,All other Customers,Other Agencies
800,800,CONGRESSIONAL BUDGET OFFICE,,,All other Customers,Other Agencies
8000,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,NASA,NASA
8000,8001,"HEADQUARTERS, NASA",,,NASA,NASA
8000,8020,AMES RESEARCH CENTER,,,NASA,NASA
8000,8022,,,,NASA,NASA
8000,8026,GODDARD SPACE FLIGHT CENTER,,,NASA,NASA
8000,8029,"NASA RESIDENT OFFICE, JET PROPULSION LABORATORY",,,NASA,NASA
8000,8032,LYNDON B. JOHNSON SPACE CENTER,,,NASA,NASA
8000,8035,JOHN F. KENNEDY SPACE CENTER,,,NASA,NASA
8000,8038,LANGLEY RESEARCH CENTER,,,NASA,NASA
8000,8041,LEWIS RESEARCH CENTER,,,NASA,NASA
8000,8044,GEORGE C. MARSHALL SPACE FLIGHT CENTER,,,NASA,NASA
8000,8047,NATIONAL SPACE TECHNOLOGY LABORATORIES,,,NASA,NASA
8200,8200,FEDERAL HOME LOAN BANK BOARD,,,All other Customers,Other Agencies
8200,8291,NEIGHBORHOOD REINVESTMENT CORPORATION,,,All other Customers,Other Agencies
8300,8300,EXPORT-IMPORT BANK OF THE U.S.,,,All other Customers,Other Agencies
AFRH,8400,UNITED STATES SOLDIERS AND AIRMENS HOME,,,All other Customers,Other Agencies
84AF,84AF,ARMED FORCES RETIREMENT HOME,,,All other Customers,Other Agencies
8600,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",,,HUD,Other Agencies
8600,8601,OFFICE OF THE SECRETARY OF HOUSING AND URBAN DEVELOPMENT,,,HUD,Other Agencies
8600,8602,DEPUTY SECRETARY OF HOUSING AND URBAN DEVELOPMENT,,,HUD,Other Agencies
8600,8603,OFFICE OF GENERAL COUNSEL,,,HUD,Other Agencies
8600,8604,OFFICE OF INSPECTOR GENERAL,,,HUD,Other Agencies
8600,8605,ASSISTANT SECRETARY FOR ADMINISTRATION,,,HUD,Other Agencies
8600,8607,ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS,,,HUD,Other Agencies
8600,8608,ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,,,HUD,Other Agencies
8600,8611,ASSISTANT SECRETARY FOR FAIR HOUSING AND EQUAL OPPORTUNITY,,,HUD,Other Agencies
8600,8615,ADMINISTRATIVE LAW JUDGES,,,HUD,Other Agencies
8600,8620,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT,,,HUD,Other Agencies
8600,8625,GOVERNMENT NATIONAL MORTGAGE ASSOCIATION,,,HUD,Other Agencies
8600,8630,ASST SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER,,,HUD,Other Agencies
8600,8635,ASSISTANT SECRETARY FOR PUBLIC AND INDIAN HOUSING,,,HUD,Other Agencies
8600,8645,ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH,,,HUD,Other Agencies
8600,8650,SOLAR ENERGY AND ENERGY CONSERVATION BANK,,,HUD,Other Agencies
8600,8652,OFFICE OF THE CHIEF INFORMATION OFFICER,,,HUD,Other Agencies
8600,8656,OFFICE OF FEDERAL HOUSING ENTERPRISE OVERSIGHT,,,HUD,Other Agencies
8600,865A,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 1",,,HUD,Other Agencies
8600,865B,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 2",,,HUD,Other Agencies
8600,865C,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 3",,,HUD,Other Agencies
8600,865D,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 4",,,HUD,Other Agencies
8600,865E,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 5",,,HUD,Other Agencies
8600,865F,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 6",,,HUD,Other Agencies
8600,865G,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 7",,,HUD,Other Agencies
8600,865H,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 8",,,HUD,Other Agencies
8600,865J,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 9",,,HUD,Other Agencies
8600,865K,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 10",,,HUD,Other Agencies
8600,8681,FEDERAL NATIONAL MORTGAGE ASSOCIATION,,,HUD,Other Agencies
8800,8800,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,,,Archives,Other Agencies
8800,8861,NATIONAL ARCHIVES TRUST FUND BOARD,,,Archives,Other Agencies
8800,8862,NATIONAL HISTORICAL PUBLICATIONS AND RECORDS COMMISSION,,,Archives,Other Agencies
8900,8900,"ENERGY, DEPARTMENT OF",,,Energy,Energy
8900,8901,OFFICE OF THE SECRETARY,,,Energy,Energy
8900,8902,OFFICE OF THE DEPUTY SECRETARY,,,Energy,Energy
8900,8903,OFFICE OF THE GENERAL COUNSEL,,,Energy,Energy
8900,8904,OFFICE OF INSPECTOR GENERAL,,,Energy,Energy
8900,8905,OFFICE OF ADMINISTRATION AND HUMAN RESOURCES MANAGEMENT,,,Energy,Energy
8900,8907,ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,,,Energy,Energy
8900,8908,OFFICE OF PUBLIC AFFAIRS,,,Energy,Energy
8900,8909,ASSISTANT SECRETARY FOR DOMESTIC AND INTERNATIONAL ENERGY POLICY,,,Energy,Energy
8900,890A,OFFICE OF THE UNDER SECRETARY,,,Energy,Energy
8900,8910,OFFICE OF SPECIAL PROJECTS,,,Energy,Energy
8900,8911,OFFICE OF MINORITY ECONOMIC IMPACT,,,Energy,Energy
8900,8912,BOARD OF CONTRACT APPEALS,,,Energy,Energy
8900,8913,OFFICE OF HEARINGS AND APPEALS,,,Energy,Energy
8900,8914,OFFICE OF SCHEDULING AND LOGISTICS,,,Energy,Energy
8900,8915,OFFICE OF NUCLEAR SAFETY,,,Energy,Energy
8900,8916,"OFFICE OF PROCUREMENT, ASSISTANCE, AND PROGRAM MANAGEMENT",,,Energy,Energy
8900,8917,OFFICE OF INTELLIGENCE,,,Energy,Energy
8900,8918,OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION,,,Energy,Energy
8900,8919,OFFICE OF THE SECRETARY OF ENERGY ADVISORY BOARD,,,Energy,Energy
8900,891B,OFFICE OF SECURITY AFFAIRS,,,Energy,Energy
8900,891C,CHIEF FINANCIAL OFFICER,,,Energy,Energy
8900,891D,OFFICE OF EMERGENCY PLANNING AND OPERATIONS,,,Energy,Energy
8900,891E,OFFICE OF CONTRACTOR EMPLOYEE PROTECTION,,,Energy,Energy
8900,8921,OFFICE OF NEW PRODUCTION REACTORS,,,Energy,Energy
8900,8922,ASSISTANT SECRETARY FOR CONSERVATION AND RENEWABLE ENERGY,,,Energy,Energy
8900,8925,ASSISTANT SECRETARY FOR DEFENSE PROGRAMS,,,Energy,Energy
8900,8930,ECONOMIC REGULATORY ADMINISTRATION,,,Energy,Energy
8900,8933,ENERGY INFORMATION ADMINISTRATION,,,Energy,Energy
8900,8936,OFFICE OF ENERGY RESEARCH,,,Energy,Energy
8900,8938,OFFICE OF CIVILIAN RADIOACTIVE WASTE MANAGEMENT,,,Energy,Energy
8900,8940,"ASSISTANT SECRETARY FOR ENVIRONMENT, SAFETY AND HEALTH",,,Energy,Energy
8900,8941,ASSISTANT SECRETARY FOR ENVIRONMENTAL RESTORATION AND WASTE MANAGEMENT,,,Energy,Energy
8900,8944,ASSISTANT SECRETARY FOR FOSSIL ENERGY,,,Energy,Energy
8900,8948,ASSISTANT SECRETARY FOR NUCLEAR ENERGY,,,Energy,Energy
8900,8951,BARTLESVILLE PROJECT OFFICE,,,Energy,Energy
8900,8952,METAIRIE SITE OFFICE,,,Energy,Energy
8900,8953,SAVANNAH RIVER RESTART SPECIAL PROJECTS OFFICE,,,Energy,Energy
8900,8954,YUCCA MOUNTAIN PROJECT OFFICE,,,Energy,Energy
8900,8955,NATIONAL RENEWABLE ENERGY LABORATORY AREA OFFICE,,,Energy,Energy
8900,895A,"FIELD OFFICE, ALBUQUERQUE",,,Energy,Energy
8900,895B,BONNEVILLE POWER ADMINISTRATION,,,Energy,Energy
8900,895C,"FIELD OFFICE, CHICAGO",,,Energy,Energy
8900,895D,"FIELD OFFICE, IDAHO",,,Energy,Energy
8900,895E,"FIELD OFFICE, NEVADA",,,Energy,Energy
8900,895F,"FIELD OFFICE, OAK RIDGE",,,Energy,Energy
8900,895G,PITTSBURGH NAVAL REACTORS OFFICE,,,Energy,Energy
8900,895H,"FIELD OFFICE, RICHLAND",,,Energy,Energy
8900,895I,ROCKY FLATS PROJECT OFFICE,,,Energy,Energy
8900,895J,"FIELD OFFICE, SAN FRANCISCO",,,Energy,Energy
8900,895K,SCHENECTADY NAVAL REACTORS OFFICE,,,Energy,Energy
8900,895L,OFFICE OF SCIENTIFIC AND TECHNICAL INFORMATION,,,Energy,Energy
8900,895M,SOUTHWESTERN POWER ADMINISTRATION,,,Energy,Energy
8900,895N,"FIELD OFFICE, SAVANNAH RIVER",,,Energy,Energy
8900,895P,SOUTHEASTERN POWER ADMINISTRATION,,,Energy,Energy
8900,895Q,SUPERCONDUCTING SUPER COLLIDER PROJECT OFFICE,,,Energy,Energy
8900,895R,WESTERN AREA POWER ADMINISTRATION,,,Energy,Energy
8900,895S,ALASKA POWER ADMINISTRATION,,,Energy,Energy
8900,895T,"FIELD OFFICE, FERNALD",,,Energy,Energy
8900,895U,MORGANTOWN ENERGY TECHNOLOGY CENTER,,,Energy,Energy
8900,895V,"NAVAL PETROLEUM AND OIL SHALE RESERVES IN CO, UT AND WY",,,Energy,Energy
8900,895W,NAVAL PETROLEUM RESERVES IN CALIFORNIA,,,Energy,Energy
8900,895X,PITTSBURGH ENERGY TECHNOLOGY CENTER,,,Energy,Energy
8900,895Y,ECONOMIC REGULATORY ADMINISTRATION FIELD OFFICES,,,Energy,Energy
8900,895Z,STRATEGIC PETROLEUM RESERVES PROJECT OFFICE,,,Energy,Energy
8961,8961,FEDERAL ENERGY REGULATORY COMMISSION,,,Energy,Energy
9000,9000,SELECTIVE SERVICE SYSTEM,,,SELECTIVE SERVICE SYSTEM,Other Agencies
901,901,COMMISSION ON SECURITY AND COOPERATION IN EUROPE,,,All other Customers,Other Agencies
902,902,BOTANIC GARDEN,,,All other Customers,Other Agencies
903,903,COPYRIGHT ROYALTY TRIBUNAL,,,All other Customers,Other Agencies
907,907,OFFICE OF TECHNOLOGY ASSESSMENT,,,All other Customers,Other Agencies
908,908,RAILROAD ACCOUNTING PRINCIPLES BOARD,,,All other Customers,Other Agencies
910,910,BIOMEDICAL ETHICS BOARD,,,All other Customers,Other Agencies
9100,9100,"EDUCATION, DEPARTMENT OF",,,Education,Other Agencies
9100,9101,IMMEDIATE OFFICE OF THE SECRETARY OF EDUCATION,,,Education,Other Agencies
9100,9102,OFFICE OF THE UNDER SECRETARY OF EDUCATION,,,Education,Other Agencies
9100,9103,OFFICE OF THE GENERAL COUNSEL,,,Education,Other Agencies
9100,9104,OFFICE OF INSPECTOR GENERAL,,,Education,Other Agencies
9100,9105,OFFICE OF HUMAN RESOURCES AND ADMINISTRATION,,,Education,Other Agencies
9100,9106,OFFICE OF MANAGEMENT AND BUDGET/CHIEF FINANCIAL OFFICER,,,Education,Other Agencies
9100,9107,OFFICE OF LEGISLATION,,,Education,Other Agencies
9100,9108,OFFICE OF POLICY AND PLANNING,,,Education,Other Agencies
9100,9109,OFFICE OF INTERGOVERNMENTAL AND INTERAGENCY AFFAIRS,,,Education,Other Agencies
911,911,COMMISSION ON AGRICULTURAL WORKERS,,,All other Customers,Other Agencies
9100,9111,OFFICE FOR CIVIL RIGHTS,,,Education,Other Agencies
